event_id,media_id,image_policy,relative_path,file_present,frame_order,source_frame_index,sha256,source_export_sha256,licence,licence_url,redistribution_decision
WBGBIF2026_E0007,WBGBIF2026_E0007_F02_cropped,cropped,model_inputs/images_cropped/WBGBIF2026_E0007_F02_cropped.jpg,true,2,4,f5619f597ed11d8feb74b6f48da52e4fb820ee692062683440e62a7056f3e8d8,f5619f597ed11d8feb74b6f48da52e4fb820ee692062683440e62a7056f3e8d8,CC0-1.0,http://creativecommons.org/publicdomain/zero/1.0/legalcode,redistribute_derivative_rights_review_passed
WBGBIF2026_E0007,WBGBIF2026_E0007_F03_cropped,cropped,model_inputs/images_cropped/WBGBIF2026_E0007_F03_cropped.jpg,true,3,6,084e9c8d11b7fcc1ccadddc354d14f699b3b03498d3798482804609d33e6c464,084e9c8d11b7fcc1ccadddc354d14f699b3b03498d3798482804609d33e6c464,CC0-1.0,http://creativecommons.org/publicdomain/zero/1.0/legalcode,redistribute_derivative_rights_review_passed
WBGBIF2026_E0007,WBGBIF2026_E0007_F04_cropped,cropped,model_inputs/images_cropped/WBGBIF2026_E0007_F04_cropped.jpg,true,4,8,fe0d1a73cc12beb5702ed61db4cd0e9b844193bebaa6099c9f053ba9c012290c,fe0d1a73cc12beb5702ed61db4cd0e9b844193bebaa6099c9f053ba9c012290c,CC0-1.0,http://creativecommons.org/publicdomain/zero/1.0/legalcode,redistribute_derivative_rights_review_passed
WBGBIF2026_E0008,WBGBIF2026_E0008_F00_cropped,cropped,model_inputs/images_cropped/WBGBIF2026_E0008_F00_cropped.jpg,true,0,0,d18dc18aa5b3092bc9f0d1a86dd762e88dc04a61f823c0c389ff6b1b2a1e1d92,d18dc18aa5b3092bc9f0d1a86dd762e88dc04a61f823c0c389ff6b1b2a1e1d92,CC0-1.0,http://creativecommons.org/publicdomain/zero/1.0/legalcode,redistribute_derivative_rights_review_passed
WBGBIF2026_E0008,WBGBIF2026_E0008_F01_cropped,cropped,model_inputs/images_cropped/WBGBIF2026_E0008_F01_cropped.jpg,true,1,15,b4e7610fafbb7c8e6f2720bedcc3efa79ef06a797b7314aea02e27011b63cbb9,b4e7610fafbb7c8e6f2720bedcc3efa79ef06a797b7314aea02e27011b63cbb9,CC0-1.0,http://creativecommons.org/publicdomain/zero/1.0/legalcode,redistribute_derivative_rights_review_passed
WBGBIF2026_E0008,WBGBIF2026_E0008_F02_cropped,cropped,model_inputs/images_cropped/WBGBIF2026_E0008_F02_cropped.jpg,true,2,29,115136d1e92768a583f2d1785243974834dc3f3195b552039e43bee3fc3fca56,115136d1e92768a583f2d1785243974834dc3f3195b552039e43bee3fc3fca56,CC0-1.0,http://creativecommons.org/publicdomain/zero/1.0/legalcode,redistribute_derivative_rights_review_passed
WBGBIF2026_E0008,WBGBIF2026_E0008_F03_cropped,cropped,model_inputs/images_cropped/WBGBIF2026_E0008_F03_cropped.jpg,true,3,30,eab843033ce691f350f82e7f69f7ff23e01f6c95f936aa9774c74154c2bf2bec,eab843033ce691f350f82e7f69f7ff23e01f6c95f936aa9774c74154c2bf2bec,CC0-1.0,http://creativecommons.org/publicdomain/zero/1.0/legalcode,redistribute_derivative_rights_review_passed
WBGBIF2026_E0008,WBGBIF2026_E0008_F04_cropped,cropped,model_inputs/images_cropped/WBGBIF2026_E0008_F04_cropped.jpg,true,4,31,46c04793f5f86101e6f621cdabdf28c01b8afb6fe46efd9638f3f45f8e97328d,46c04793f5f86101e6f621cdabdf28c01b8afb6fe46efd9638f3f45f8e97328d,CC0-1.0,http://creativecommons.org/publicdomain/zero/1.0/legalcode,redistribute_derivative_rights_review_passed
WBGBIF2026_E0009,WBGBIF2026_E0009_F00_cropped,cropped,model_inputs/images_cropped/WBGBIF2026_E0009_F00_cropped.jpg,true,0,0,cae1008576d73bb7d4a253a316a6d9463eeda97bd4d56c0403a43511c4f7a985,cae1008576d73bb7d4a253a316a6d9463eeda97bd4d56c0403a43511c4f7a985,CC0-1.0,http://creativecommons.org/publicdomain/zero/1.0/legalcode,redistribute_derivative_rights_review_passed
WBGBIF2026_E0009,WBGBIF2026_E0009_F01_cropped,cropped,model_inputs/images_cropped/WBGBIF2026_E0009_F01_cropped.jpg,true,1,1,d9d8c5afb3d5f22a7ccee1ea04cc13e028b31955c4de5ea42fed66ca5496fc17,d9d8c5afb3d5f22a7ccee1ea04cc13e028b31955c4de5ea42fed66ca5496fc17,CC0-1.0,http://creativecommons.org/publicdomain/zero/1.0/legalcode,redistribute_derivative_rights_review_passed
WBGBIF2026_E0009,WBGBIF2026_E0009_F02_cropped,cropped,model_inputs/images_cropped/WBGBIF2026_E0009_F02_cropped.jpg,true,2,2,0eb596c1dbca96a654b4887cbfa3b25a122ffecd7aaa2720c913bafe9fdcfd1d,0eb596c1dbca96a654b4887cbfa3b25a122ffecd7aaa2720c913bafe9fdcfd1d,CC0-1.0,http://creativecommons.org/publicdomain/zero/1.0/legalcode,redistribute_derivative_rights_review_passed
WBGBIF2026_E0009,WBGBIF2026_E0009_F03_cropped,cropped,model_inputs/images_cropped/WBGBIF2026_E0009_F03_cropped.jpg,true,3,3,cc7625b47d24509e81503018dcb76048dd4cb53c27e70f81663e8b6311c22c3f,cc7625b47d24509e81503018dcb76048dd4cb53c27e70f81663e8b6311c22c3f,CC0-1.0,http://creativecommons.org/publicdomain/zero/1.0/legalcode,redistribute_derivative_rights_review_passed
WBGBIF2026_E0009,WBGBIF2026_E0009_F04_cropped,cropped,model_inputs/images_cropped/WBGBIF2026_E0009_F04_cropped.jpg,true,4,4,27e0764b9d09b9362187a19bfce984498d54ff21face6346c1aab166a27130e4,27e0764b9d09b9362187a19bfce984498d54ff21face6346c1aab166a27130e4,CC0-1.0,http://creativecommons.org/publicdomain/zero/1.0/legalcode,redistribute_derivative_rights_review_passed
WBGBIF2026_E0010,WBGBIF2026_E0010_F00_cropped,cropped,model_inputs/images_cropped/WBGBIF2026_E0010_F00_cropped.jpg,true,0,0,5e61d7854ec2e008ac21fb56ded21b0a42f40b84f3777df1687ec294b89ce108,5e61d7854ec2e008ac21fb56ded21b0a42f40b84f3777df1687ec294b89ce108,CC0-1.0,http://creativecommons.org/publicdomain/zero/1.0/legalcode,redistribute_derivative_rights_review_passed
WBGBIF2026_E0010,WBGBIF2026_E0010_F01_cropped,cropped,model_inputs/images_cropped/WBGBIF2026_E0010_F01_cropped.jpg,true,1,1,41053a8c6223fd6a25d4184d956ac104554768bac7423225f8cf9c203d7ec73e,41053a8c6223fd6a25d4184d956ac104554768bac7423225f8cf9c203d7ec73e,CC0-1.0,http://creativecommons.org/publicdomain/zero/1.0/legalcode,redistribute_derivative_rights_review_passed
WBGBIF2026_E0010,WBGBIF2026_E0010_F02_cropped,cropped,model_inputs/images_cropped/WBGBIF2026_E0010_F02_cropped.jpg,true,2,2,a4aada61ccfc7ced58837dad0c42f8d2b8adf3aa7efa8c1d0ee65c6a61fcf059,a4aada61ccfc7ced58837dad0c42f8d2b8adf3aa7efa8c1d0ee65c6a61fcf059,CC0-1.0,http://creativecommons.org/publicdomain/zero/1.0/legalcode,redistribute_derivative_rights_review_passed
WBGBIF2026_E0010,WBGBIF2026_E0010_F03_cropped,cropped,model_inputs/images_cropped/WBGBIF2026_E0010_F03_cropped.jpg,true,3,3,2411c8cbd81539896e723c37bdad4c06aaf6038bd1c53869220bf1fb23b31715,2411c8cbd81539896e723c37bdad4c06aaf6038bd1c53869220bf1fb23b31715,CC0-1.0,http://creativecommons.org/publicdomain/zero/1.0/legalcode,redistribute_derivative_rights_review_passed
WBGBIF2026_E0010,WBGBIF2026_E0010_F04_cropped,cropped,model_inputs/images_cropped/WBGBIF2026_E0010_F04_cropped.jpg,true,4,4,dd3e611701d0febb11f6144b4380327c35c6d82fb565c8ab43fbe970b156eb60,dd3e611701d0febb11f6144b4380327c35c6d82fb565c8ab43fbe970b156eb60,CC0-1.0,http://creativecommons.org/publicdomain/zero/1.0/legalcode,redistribute_derivative_rights_review_passed
WBGBIF2026_E0011,WBGBIF2026_E0011_F00_cropped,cropped,model_inputs/images_cropped/WBGBIF2026_E0011_F00_cropped.jpg,true,0,0,74bce4351224366d12c69fcc5e43cafa7632ebe58a90779dcadc491f60adbee9,74bce4351224366d12c69fcc5e43cafa7632ebe58a90779dcadc491f60adbee9,CC0-1.0,http://creativecommons.org/publicdomain/zero/1.0/legalcode,redistribute_derivative_rights_review_passed
WBGBIF2026_E0011,WBGBIF2026_E0011_F01_cropped,cropped,model_inputs/images_cropped/WBGBIF2026_E0011_F01_cropped.jpg,true,1,1,0f8e31ef3a23a7988e017585f1ece24f33282ec7631e0889b8bb32fc751150b3,0f8e31ef3a23a7988e017585f1ece24f33282ec7631e0889b8bb32fc751150b3,CC0-1.0,http://creativecommons.org/publicdomain/zero/1.0/legalcode,redistribute_derivative_rights_review_passed
WBGBIF2026_E0011,WBGBIF2026_E0011_F02_cropped,cropped,model_inputs/images_cropped/WBGBIF2026_E0011_F02_cropped.jpg,true,2,2,3e562d8239abc63f4e3b8a38404020462be345859253c5a166f63405565b70ea,3e562d8239abc63f4e3b8a38404020462be345859253c5a166f63405565b70ea,CC0-1.0,http://creativecommons.org/publicdomain/zero/1.0/legalcode,redistribute_derivative_rights_review_passed
WBGBIF2026_E0011,WBGBIF2026_E0011_F03_cropped,cropped,model_inputs/images_cropped/WBGBIF2026_E0011_F03_cropped.jpg,true,3,3,ea6a5da2f1a056626bb157c775bc0b31a21329b0bfef43ec385190bc9602923c,ea6a5da2f1a056626bb157c775bc0b31a21329b0bfef43ec385190bc9602923c,CC0-1.0,http://creativecommons.org/publicdomain/zero/1.0/legalcode,redistribute_derivative_rights_review_passed
WBGBIF2026_E0011,WBGBIF2026_E0011_F04_cropped,cropped,model_inputs/images_cropped/WBGBIF2026_E0011_F04_cropped.jpg,true,4,4,67a126d5ca994c40e6edc43b2c2ed4ba98b9bcae59fa2b3ac725386ecd268c66,67a126d5ca994c40e6edc43b2c2ed4ba98b9bcae59fa2b3ac725386ecd268c66,CC0-1.0,http://creativecommons.org/publicdomain/zero/1.0/legalcode,redistribute_derivative_rights_review_passed
WBGBIF2026_E0012,WBGBIF2026_E0012_F00_cropped,cropped,model_inputs/images_cropped/WBGBIF2026_E0012_F00_cropped.jpg,true,0,0,a9c756d67a216c345a3bc1087035fb0b53d61c3edee13547df3367bfd5cb2bb5,a9c756d67a216c345a3bc1087035fb0b53d61c3edee13547df3367bfd5cb2bb5,CC0-1.0,http://creativecommons.org/publicdomain/zero/1.0/legalcode,redistribute_derivative_rights_review_passed
WBGBIF2026_E0012,WBGBIF2026_E0012_F01_cropped,cropped,model_inputs/images_cropped/WBGBIF2026_E0012_F01_cropped.jpg,true,1,1,b70ad1c74befe638e21404a059f85561f04974c63c86b23c09a5749b36a874c6,b70ad1c74befe638e21404a059f85561f04974c63c86b23c09a5749b36a874c6,CC0-1.0,http://creativecommons.org/publicdomain/zero/1.0/legalcode,redistribute_derivative_rights_review_passed
WBGBIF2026_E0012,WBGBIF2026_E0012_F02_cropped,cropped,model_inputs/images_cropped/WBGBIF2026_E0012_F02_cropped.jpg,true,2,2,a9e2d19d1b3ce2ef8c6614c9580d4fc647cfe3e625d17bce29017e27a2435bed,a9e2d19d1b3ce2ef8c6614c9580d4fc647cfe3e625d17bce29017e27a2435bed,CC0-1.0,http://creativecommons.org/publicdomain/zero/1.0/legalcode,redistribute_derivative_rights_review_passed
WBGBIF2026_E0012,WBGBIF2026_E0012_F03_cropped,cropped,model_inputs/images_cropped/WBGBIF2026_E0012_F03_cropped.jpg,true,3,3,8fc42ec69fc04babd6450200b46fca7da34c5e4e369c22cae89d0b8c18014688,8fc42ec69fc04babd6450200b46fca7da34c5e4e369c22cae89d0b8c18014688,CC0-1.0,http://creativecommons.org/publicdomain/zero/1.0/legalcode,redistribute_derivative_rights_review_passed
WBGBIF2026_E0012,WBGBIF2026_E0012_F04_cropped,cropped,model_inputs/images_cropped/WBGBIF2026_E0012_F04_cropped.jpg,true,4,4,69b61264c27ebd25022956bd10dfc5b70880ffda9f8b8e3eed437aee978c7c7e,69b61264c27ebd25022956bd10dfc5b70880ffda9f8b8e3eed437aee978c7c7e,CC0-1.0,http://creativecommons.org/publicdomain/zero/1.0/legalcode,redistribute_derivative_rights_review_passed
WBGBIF2026_E0013,WBGBIF2026_E0013_F00_cropped,cropped,model_inputs/images_cropped/WBGBIF2026_E0013_F00_cropped.jpg,true,0,0,7d6406a27c2ce0d7631fb4ac24a6ce5a55d1b43c5634ae88fe326e576bc37486,7d6406a27c2ce0d7631fb4ac24a6ce5a55d1b43c5634ae88fe326e576bc37486,CC0-1.0,http://creativecommons.org/publicdomain/zero/1.0/legalcode,redistribute_derivative_rights_review_passed
WBGBIF2026_E0013,WBGBIF2026_E0013_F01_cropped,cropped,model_inputs/images_cropped/WBGBIF2026_E0013_F01_cropped.jpg,true,1,2,6b70e52519ab05e8bfe71a65147572f8921379dc84f574bf14b82e6826c5721d,6b70e52519ab05e8bfe71a65147572f8921379dc84f574bf14b82e6826c5721d,CC0-1.0,http://creativecommons.org/publicdomain/zero/1.0/legalcode,redistribute_derivative_rights_review_passed
WBGBIF2026_E0013,WBGBIF2026_E0013_F02_cropped,cropped,model_inputs/images_cropped/WBGBIF2026_E0013_F02_cropped.jpg,true,2,4,85f4301187b7c01f7432bd1c5c31a69c1b109913033baa4a3ae60e914b19da99,85f4301187b7c01f7432bd1c5c31a69c1b109913033baa4a3ae60e914b19da99,CC0-1.0,http://creativecommons.org/publicdomain/zero/1.0/legalcode,redistribute_derivative_rights_review_passed
WBGBIF2026_E0013,WBGBIF2026_E0013_F03_cropped,cropped,model_inputs/images_cropped/WBGBIF2026_E0013_F03_cropped.jpg,true,3,6,594520dd027238a9b28b7007a3d00cf694d4bf93322cfd75a8ce69099f8a1a72,594520dd027238a9b28b7007a3d00cf694d4bf93322cfd75a8ce69099f8a1a72,CC0-1.0,http://creativecommons.org/publicdomain/zero/1.0/legalcode,redistribute_derivative_rights_review_passed
WBGBIF2026_E0013,WBGBIF2026_E0013_F04_cropped,cropped,model_inputs/images_cropped/WBGBIF2026_E0013_F04_cropped.jpg,true,4,8,e633c2fb27e63e71f07626cd9df46cf0c35805e3e50d445d24345fe633da22a8,e633c2fb27e63e71f07626cd9df46cf0c35805e3e50d445d24345fe633da22a8,CC0-1.0,http://creativecommons.org/publicdomain/zero/1.0/legalcode,redistribute_derivative_rights_review_passed
WBGBIF2026_E0014,WBGBIF2026_E0014_F00_cropped,cropped,model_inputs/images_cropped/WBGBIF2026_E0014_F00_cropped.jpg,true,0,0,1c4db2eefe8eee263c88123e408a5af9969bc9bef4558a131c885d941d143ca8,1c4db2eefe8eee263c88123e408a5af9969bc9bef4558a131c885d941d143ca8,CC0-1.0,http://creativecommons.org/publicdomain/zero/1.0/legalcode,redistribute_derivative_rights_review_passed
WBGBIF2026_E0014,WBGBIF2026_E0014_F01_cropped,cropped,model_inputs/images_cropped/WBGBIF2026_E0014_F01_cropped.jpg,true,1,1,b0381ff39732cd3914ddafed749d439a1e1d65767935950ef43f3357130b8b4d,b0381ff39732cd3914ddafed749d439a1e1d65767935950ef43f3357130b8b4d,CC0-1.0,http://creativecommons.org/publicdomain/zero/1.0/legalcode,redistribute_derivative_rights_review_passed
WBGBIF2026_E0014,WBGBIF2026_E0014_F02_cropped,cropped,model_inputs/images_cropped/WBGBIF2026_E0014_F02_cropped.jpg,true,2,2,99026346e1d8e033d616e9380762ffa8fb9c298bc4c81a5e50db0a4f7ae53379,99026346e1d8e033d616e9380762ffa8fb9c298bc4c81a5e50db0a4f7ae53379,CC0-1.0,http://creativecommons.org/publicdomain/zero/1.0/legalcode,redistribute_derivative_rights_review_passed
WBGBIF2026_E0014,WBGBIF2026_E0014_F03_cropped,cropped,model_inputs/images_cropped/WBGBIF2026_E0014_F03_cropped.jpg,true,3,3,d778ea7ee8834b523c48055a9d65093871de52e3ec4f4cd1f4205e8f81e7e1f4,d778ea7ee8834b523c48055a9d65093871de52e3ec4f4cd1f4205e8f81e7e1f4,CC0-1.0,http://creativecommons.org/publicdomain/zero/1.0/legalcode,redistribute_derivative_rights_review_passed
WBGBIF2026_E0014,WBGBIF2026_E0014_F04_cropped,cropped,model_inputs/images_cropped/WBGBIF2026_E0014_F04_cropped.jpg,true,4,4,b1f7767c9d8aad0214f53980936dcc4a776b3e682bd5063d21f4d87fdca0ce70,b1f7767c9d8aad0214f53980936dcc4a776b3e682bd5063d21f4d87fdca0ce70,CC0-1.0,http://creativecommons.org/publicdomain/zero/1.0/legalcode,redistribute_derivative_rights_review_passed
WBGBIF2026_E0015,WBGBIF2026_E0015_F00_cropped,cropped,model_inputs/images_cropped/WBGBIF2026_E0015_F00_cropped.jpg,true,0,0,2b3dfbb73a6726a8af028d9133cc214459fbae6fdd77b19e1d1fd3c864761980,2b3dfbb73a6726a8af028d9133cc214459fbae6fdd77b19e1d1fd3c864761980,CC0-1.0,http://creativecommons.org/publicdomain/zero/1.0/legalcode,redistribute_derivative_rights_review_passed
WBGBIF2026_E0015,WBGBIF2026_E0015_F01_cropped,cropped,model_inputs/images_cropped/WBGBIF2026_E0015_F01_cropped.jpg,true,1,1,92608c725dd253d8722e1eaeba2a3d4e20272aa9fc2ce1c592103e6b7589aa53,92608c725dd253d8722e1eaeba2a3d4e20272aa9fc2ce1c592103e6b7589aa53,CC0-1.0,http://creativecommons.org/publicdomain/zero/1.0/legalcode,redistribute_derivative_rights_review_passed
WBGBIF2026_E0015,WBGBIF2026_E0015_F02_cropped,cropped,model_inputs/images_cropped/WBGBIF2026_E0015_F02_cropped.jpg,true,2,2,680764a89996a03573667fe678177247e27a3222f6db4d1f68b6870e8fa9bd72,680764a89996a03573667fe678177247e27a3222f6db4d1f68b6870e8fa9bd72,CC0-1.0,http://creativecommons.org/publicdomain/zero/1.0/legalcode,redistribute_derivative_rights_review_passed
WBGBIF2026_E0015,WBGBIF2026_E0015_F03_cropped,cropped,model_inputs/images_cropped/WBGBIF2026_E0015_F03_cropped.jpg,true,3,3,27cbecc77cdff21e889988335e3aecc17c06e78eb51c34c95d14f774858365a3,27cbecc77cdff21e889988335e3aecc17c06e78eb51c34c95d14f774858365a3,CC0-1.0,http://creativecommons.org/publicdomain/zero/1.0/legalcode,redistribute_derivative_rights_review_passed
WBGBIF2026_E0015,WBGBIF2026_E0015_F04_cropped,cropped,model_inputs/images_cropped/WBGBIF2026_E0015_F04_cropped.jpg,true,4,4,4790e9a160e4908aba26d6b9abb4dfdec2bdbf7152d4493cc80e4cf490a32691,4790e9a160e4908aba26d6b9abb4dfdec2bdbf7152d4493cc80e4cf490a32691,CC0-1.0,http://creativecommons.org/publicdomain/zero/1.0/legalcode,redistribute_derivative_rights_review_passed
WBGBIF2026_E0016,WBGBIF2026_E0016_F00_cropped,cropped,model_inputs/images_cropped/WBGBIF2026_E0016_F00_cropped.jpg,true,0,0,d054296d2b5f647a779120af6a2f0706cbd58ee9e4bd233dea5db9a964c8fe33,d054296d2b5f647a779120af6a2f0706cbd58ee9e4bd233dea5db9a964c8fe33,CC0-1.0,http://creativecommons.org/publicdomain/zero/1.0/legalcode,redistribute_derivative_rights_review_passed
WBGBIF2026_E0016,WBGBIF2026_E0016_F01_cropped,cropped,model_inputs/images_cropped/WBGBIF2026_E0016_F01_cropped.jpg,true,1,1,4ac6e6fe72cb4c7b75261c54b34221370ca24bca2a5df9bd385cae20c556fb7d,4ac6e6fe72cb4c7b75261c54b34221370ca24bca2a5df9bd385cae20c556fb7d,CC0-1.0,http://creativecommons.org/publicdomain/zero/1.0/legalcode,redistribute_derivative_rights_review_passed
WBGBIF2026_E0016,WBGBIF2026_E0016_F02_cropped,cropped,model_inputs/images_cropped/WBGBIF2026_E0016_F02_cropped.jpg,true,2,2,be4b6d2ca42747ca462216536349e555fdd5622e33f1992746928c35c8f59f45,be4b6d2ca42747ca462216536349e555fdd5622e33f1992746928c35c8f59f45,CC0-1.0,http://creativecommons.org/publicdomain/zero/1.0/legalcode,redistribute_derivative_rights_review_passed
WBGBIF2026_E0016,WBGBIF2026_E0016_F03_cropped,cropped,model_inputs/images_cropped/WBGBIF2026_E0016_F03_cropped.jpg,true,3,3,8e625f4621b73d3a1db41db8a9ce43075aed5b38e8351f0589354af76c1058b4,8e625f4621b73d3a1db41db8a9ce43075aed5b38e8351f0589354af76c1058b4,CC0-1.0,http://creativecommons.org/publicdomain/zero/1.0/legalcode,redistribute_derivative_rights_review_passed
WBGBIF2026_E0016,WBGBIF2026_E0016_F04_cropped,cropped,model_inputs/images_cropped/WBGBIF2026_E0016_F04_cropped.jpg,true,4,4,d39a5190c3ed52e4e8661960ae1c7728d68c7e73d3906500a1ea9e0da2f01c4e,d39a5190c3ed52e4e8661960ae1c7728d68c7e73d3906500a1ea9e0da2f01c4e,CC0-1.0,http://creativecommons.org/publicdomain/zero/1.0/legalcode,redistribute_derivative_rights_review_passed
WBGBIF2026_E0017,WBGBIF2026_E0017_F00_cropped,cropped,model_inputs/images_cropped/WBGBIF2026_E0017_F00_cropped.jpg,true,0,0,fcead537ad09c039fa049cdbc59f58ebfd5da001a431debffba48042d8355971,fcead537ad09c039fa049cdbc59f58ebfd5da001a431debffba48042d8355971,CC0-1.0,http://creativecommons.org/publicdomain/zero/1.0/legalcode,redistribute_derivative_rights_review_passed
WBGBIF2026_E0017,WBGBIF2026_E0017_F01_cropped,cropped,model_inputs/images_cropped/WBGBIF2026_E0017_F01_cropped.jpg,true,1,1,5ae7b44c8e7f63c20c701fa64601bb238b3b90b177d245d596d65df885f567ea,5ae7b44c8e7f63c20c701fa64601bb238b3b90b177d245d596d65df885f567ea,CC0-1.0,http://creativecommons.org/publicdomain/zero/1.0/legalcode,redistribute_derivative_rights_review_passed
WBGBIF2026_E0017,WBGBIF2026_E0017_F02_cropped,cropped,model_inputs/images_cropped/WBGBIF2026_E0017_F02_cropped.jpg,true,2,2,5d7d4fdca206e9f7e987f23d0cfcd84a844fe766a93a229993ed08cd1ef75396,5d7d4fdca206e9f7e987f23d0cfcd84a844fe766a93a229993ed08cd1ef75396,CC0-1.0,http://creativecommons.org/publicdomain/zero/1.0/legalcode,redistribute_derivative_rights_review_passed
WBGBIF2026_E0017,WBGBIF2026_E0017_F03_cropped,cropped,model_inputs/images_cropped/WBGBIF2026_E0017_F03_cropped.jpg,true,3,3,88fe253d36da6bb7fe81633ad6e3303c0ac124f6a386afca8d401c610341c027,88fe253d36da6bb7fe81633ad6e3303c0ac124f6a386afca8d401c610341c027,CC0-1.0,http://creativecommons.org/publicdomain/zero/1.0/legalcode,redistribute_derivative_rights_review_passed
