event_id,species,class_name,country,country_code,taxon_key,on_taxonomy,on_classifier_label,geofence_allowed,included,reason
WBGBIF2026_E0110,Falco tinnunculus,Aves,Luxembourg,LUX,aves;falconiformes;falconidae;falco;tinnunculus,true,true,true,true,included_speciesnet_classifier_label_and_country_geofence
WBGBIF2026_E0111,Falco tinnunculus,Aves,Luxembourg,LUX,aves;falconiformes;falconidae;falco;tinnunculus,true,true,true,true,included_speciesnet_classifier_label_and_country_geofence
WBGBIF2026_E0112,Felis catus,Mammalia,Belgium,BEL,mammalia;carnivora;felidae;felis;catus,true,true,true,true,included_speciesnet_classifier_label_and_country_geofence
WBGBIF2026_E0113,Felis catus,Mammalia,Belgium,BEL,mammalia;carnivora;felidae;felis;catus,true,true,true,true,included_speciesnet_classifier_label_and_country_geofence
WBGBIF2026_E0114,Felis catus,Mammalia,Belgium,BEL,mammalia;carnivora;felidae;felis;catus,true,true,true,true,included_speciesnet_classifier_label_and_country_geofence
WBGBIF2026_E0115,Felis silvestris,Mammalia,Luxembourg,LUX,mammalia;carnivora;felidae;felis;silvestris,true,true,true,true,included_speciesnet_classifier_label_and_country_geofence
WBGBIF2026_E0116,Felis silvestris,Mammalia,Luxembourg,LUX,mammalia;carnivora;felidae;felis;silvestris,true,true,true,true,included_speciesnet_classifier_label_and_country_geofence
WBGBIF2026_E0117,Felis silvestris,Mammalia,Luxembourg,LUX,mammalia;carnivora;felidae;felis;silvestris,true,true,true,true,included_speciesnet_classifier_label_and_country_geofence
WBGBIF2026_E0118,Fringilla coelebs,Aves,Germany,DEU,aves;passeriformes;fringillidae;fringilla;coelebs,true,true,true,true,included_speciesnet_classifier_label_and_country_geofence
WBGBIF2026_E0119,Fringilla coelebs,Aves,Luxembourg,LUX,aves;passeriformes;fringillidae;fringilla;coelebs,true,true,true,true,included_speciesnet_classifier_label_and_country_geofence
WBGBIF2026_E0120,Fringilla coelebs,Aves,Luxembourg,LUX,aves;passeriformes;fringillidae;fringilla;coelebs,true,true,true,true,included_speciesnet_classifier_label_and_country_geofence
WBGBIF2026_E0127,Gallinula chloropus,Aves,Luxembourg,LUX,aves;gruiformes;rallidae;gallinula;chloropus,true,true,true,true,included_speciesnet_classifier_label_and_country_geofence
WBGBIF2026_E0128,Gallinula chloropus,Aves,Luxembourg,LUX,aves;gruiformes;rallidae;gallinula;chloropus,true,true,true,true,included_speciesnet_classifier_label_and_country_geofence
WBGBIF2026_E0129,Gallinula chloropus,Aves,Luxembourg,LUX,aves;gruiformes;rallidae;gallinula;chloropus,true,true,true,true,included_speciesnet_classifier_label_and_country_geofence
WBGBIF2026_E0130,Garrulus glandarius,Aves,Luxembourg,LUX,aves;passeriformes;corvidae;garrulus;glandarius,true,true,true,true,included_speciesnet_classifier_label_and_country_geofence
WBGBIF2026_E0131,Garrulus glandarius,Aves,Luxembourg,LUX,aves;passeriformes;corvidae;garrulus;glandarius,true,true,true,true,included_speciesnet_classifier_label_and_country_geofence
WBGBIF2026_E0132,Garrulus glandarius,Aves,Belgium,BEL,aves;passeriformes;corvidae;garrulus;glandarius,true,true,true,true,included_speciesnet_classifier_label_and_country_geofence
WBGBIF2026_E0136,Leopardus pardalis,Mammalia,Ecuador,ECU,mammalia;carnivora;felidae;leopardus;pardalis,true,true,true,true,included_speciesnet_classifier_label_and_country_geofence
WBGBIF2026_E0137,Leopardus pardalis,Mammalia,Ecuador,ECU,mammalia;carnivora;felidae;leopardus;pardalis,true,true,true,true,included_speciesnet_classifier_label_and_country_geofence
WBGBIF2026_E0138,Leopardus pardalis,Mammalia,Ecuador,ECU,mammalia;carnivora;felidae;leopardus;pardalis,true,true,true,true,included_speciesnet_classifier_label_and_country_geofence
WBGBIF2026_E0139,Leopardus wiedii,Mammalia,Ecuador,ECU,mammalia;carnivora;felidae;leopardus;wiedii,true,true,true,true,included_speciesnet_classifier_label_and_country_geofence
WBGBIF2026_E0140,Leopardus wiedii,Mammalia,Ecuador,ECU,mammalia;carnivora;felidae;leopardus;wiedii,true,true,true,true,included_speciesnet_classifier_label_and_country_geofence
WBGBIF2026_E0141,Leopardus wiedii,Mammalia,Ecuador,ECU,mammalia;carnivora;felidae;leopardus;wiedii,true,true,true,true,included_speciesnet_classifier_label_and_country_geofence
WBGBIF2026_E0142,Lepus europaeus,Mammalia,Belgium,BEL,mammalia;lagomorpha;leporidae;lepus;europaeus,true,true,true,true,included_speciesnet_classifier_label_and_country_geofence
WBGBIF2026_E0143,Lepus europaeus,Mammalia,Luxembourg,LUX,mammalia;lagomorpha;leporidae;lepus;europaeus,true,true,true,true,included_speciesnet_classifier_label_and_country_geofence
WBGBIF2026_E0144,Lepus europaeus,Mammalia,Belgium,BEL,mammalia;lagomorpha;leporidae;lepus;europaeus,true,true,true,true,included_speciesnet_classifier_label_and_country_geofence
WBGBIF2026_E0151,Martes foina,Mammalia,Luxembourg,LUX,mammalia;carnivora;mustelidae;martes;foina,true,true,true,true,included_speciesnet_classifier_label_and_country_geofence
WBGBIF2026_E0152,Martes foina,Mammalia,Belgium,BEL,mammalia;carnivora;mustelidae;martes;foina,true,true,true,true,included_speciesnet_classifier_label_and_country_geofence
WBGBIF2026_E0153,Martes foina,Mammalia,Belgium,BEL,mammalia;carnivora;mustelidae;martes;foina,true,true,true,true,included_speciesnet_classifier_label_and_country_geofence
WBGBIF2026_E0154,Martes martes,Mammalia,Luxembourg,LUX,mammalia;carnivora;mustelidae;martes;martes,true,true,true,true,included_speciesnet_classifier_label_and_country_geofence
WBGBIF2026_E0155,Martes martes,Mammalia,Luxembourg,LUX,mammalia;carnivora;mustelidae;martes;martes,true,true,true,true,included_speciesnet_classifier_label_and_country_geofence
WBGBIF2026_E0156,Martes martes,Mammalia,Luxembourg,LUX,mammalia;carnivora;mustelidae;martes;martes,true,true,true,true,included_speciesnet_classifier_label_and_country_geofence
WBGBIF2026_E0157,Mazama americana,Mammalia,Ecuador,ECU,mammalia;artiodactyla;cervidae;mazama;americana,true,true,true,true,included_speciesnet_classifier_label_and_country_geofence
WBGBIF2026_E0158,Mazama americana,Mammalia,Ecuador,ECU,mammalia;artiodactyla;cervidae;mazama;americana,true,true,true,true,included_speciesnet_classifier_label_and_country_geofence
WBGBIF2026_E0159,Mazama americana,Mammalia,Ecuador,ECU,mammalia;artiodactyla;cervidae;mazama;americana,true,true,true,true,included_speciesnet_classifier_label_and_country_geofence
WBGBIF2026_E0160,Mazama gouazoubira,Mammalia,Ecuador,ECU,mammalia;artiodactyla;cervidae;mazama;gouazoubira,true,true,true,true,included_speciesnet_classifier_label_and_country_geofence
WBGBIF2026_E0161,Mazama gouazoubira,Mammalia,Ecuador,ECU,mammalia;artiodactyla;cervidae;mazama;gouazoubira,true,true,true,true,included_speciesnet_classifier_label_and_country_geofence
WBGBIF2026_E0162,Mazama gouazoubira,Mammalia,Ecuador,ECU,mammalia;artiodactyla;cervidae;mazama;gouazoubira,true,true,true,true,included_speciesnet_classifier_label_and_country_geofence
WBGBIF2026_E0163,Meles meles,Mammalia,Luxembourg,LUX,mammalia;carnivora;mustelidae;meles;meles,true,true,true,true,included_speciesnet_classifier_label_and_country_geofence
WBGBIF2026_E0164,Meles meles,Mammalia,Luxembourg,LUX,mammalia;carnivora;mustelidae;meles;meles,true,true,true,true,included_speciesnet_classifier_label_and_country_geofence
WBGBIF2026_E0165,Meles meles,Mammalia,Belgium,BEL,mammalia;carnivora;mustelidae;meles;meles,true,true,true,true,included_speciesnet_classifier_label_and_country_geofence
WBGBIF2026_E0166,Metachirus nudicaudatus,Mammalia,Ecuador,ECU,mammalia;didelphimorphia;didelphidae;metachirus;nudicaudatus,true,true,true,true,included_speciesnet_classifier_label_and_country_geofence
WBGBIF2026_E0167,Metachirus nudicaudatus,Mammalia,Ecuador,ECU,mammalia;didelphimorphia;didelphidae;metachirus;nudicaudatus,true,true,true,true,included_speciesnet_classifier_label_and_country_geofence
WBGBIF2026_E0168,Metachirus nudicaudatus,Mammalia,Ecuador,ECU,mammalia;didelphimorphia;didelphidae;metachirus;nudicaudatus,true,true,true,true,included_speciesnet_classifier_label_and_country_geofence
WBGBIF2026_E0169,Mitu salvini,Aves,Ecuador,ECU,aves;galliformes;cracidae;mitu;salvini,true,true,true,true,included_speciesnet_classifier_label_and_country_geofence
WBGBIF2026_E0170,Mitu salvini,Aves,Ecuador,ECU,aves;galliformes;cracidae;mitu;salvini,true,true,true,true,included_speciesnet_classifier_label_and_country_geofence
WBGBIF2026_E0171,Mitu salvini,Aves,Ecuador,ECU,aves;galliformes;cracidae;mitu;salvini,true,true,true,true,included_speciesnet_classifier_label_and_country_geofence
WBGBIF2026_E0175,Motacilla flava,Aves,Luxembourg,LUX,aves;passeriformes;motacillidae;motacilla;flava,true,true,true,true,included_speciesnet_classifier_label_and_country_geofence
WBGBIF2026_E0176,Motacilla flava,Aves,Luxembourg,LUX,aves;passeriformes;motacillidae;motacilla;flava,true,true,true,true,included_speciesnet_classifier_label_and_country_geofence
WBGBIF2026_E0177,Motacilla flava,Aves,Luxembourg,LUX,aves;passeriformes;motacillidae;motacilla;flava,true,true,true,true,included_speciesnet_classifier_label_and_country_geofence
WBGBIF2026_E0178,Mustela erminea,Mammalia,Belgium,BEL,mammalia;carnivora;mustelidae;mustela;erminea,true,true,true,true,included_speciesnet_classifier_label_and_country_geofence
WBGBIF2026_E0179,Mustela erminea,Mammalia,Luxembourg,LUX,mammalia;carnivora;mustelidae;mustela;erminea,true,true,true,true,included_speciesnet_classifier_label_and_country_geofence
WBGBIF2026_E0180,Mustela erminea,Mammalia,Luxembourg,LUX,mammalia;carnivora;mustelidae;mustela;erminea,true,true,true,true,included_speciesnet_classifier_label_and_country_geofence
WBGBIF2026_E0181,Mustela putorius,Mammalia,Luxembourg,LUX,mammalia;carnivora;mustelidae;mustela;putorius,true,true,true,true,included_speciesnet_classifier_label_and_country_geofence
WBGBIF2026_E0182,Mustela putorius,Mammalia,Belgium,BEL,mammalia;carnivora;mustelidae;mustela;putorius,true,true,true,true,included_speciesnet_classifier_label_and_country_geofence
WBGBIF2026_E0183,Mustela putorius,Mammalia,Luxembourg,LUX,mammalia;carnivora;mustelidae;mustela;putorius,true,true,true,true,included_speciesnet_classifier_label_and_country_geofence
WBGBIF2026_E0184,Myoprocta pratti,Mammalia,Ecuador,ECU,mammalia;rodentia;dasyproctidae;myoprocta;pratti,true,true,true,true,included_speciesnet_classifier_label_and_country_geofence
WBGBIF2026_E0185,Myoprocta pratti,Mammalia,Ecuador,ECU,mammalia;rodentia;dasyproctidae;myoprocta;pratti,true,true,true,true,included_speciesnet_classifier_label_and_country_geofence
WBGBIF2026_E0186,Myoprocta pratti,Mammalia,Ecuador,ECU,mammalia;rodentia;dasyproctidae;myoprocta;pratti,true,true,true,true,included_speciesnet_classifier_label_and_country_geofence
WBGBIF2026_E0187,Myrmecophaga tridactyla,Mammalia,Ecuador,ECU,mammalia;pilosa;myrmecophagidae;myrmecophaga;tridactyla,true,true,true,true,included_speciesnet_classifier_label_and_country_geofence
WBGBIF2026_E0188,Myrmecophaga tridactyla,Mammalia,Ecuador,ECU,mammalia;pilosa;myrmecophagidae;myrmecophaga;tridactyla,true,true,true,true,included_speciesnet_classifier_label_and_country_geofence
WBGBIF2026_E0189,Myrmecophaga tridactyla,Mammalia,Ecuador,ECU,mammalia;pilosa;myrmecophagidae;myrmecophaga;tridactyla,true,true,true,true,included_speciesnet_classifier_label_and_country_geofence
WBGBIF2026_E0190,Nothocrax urumutum,Aves,Ecuador,ECU,aves;galliformes;cracidae;nothocrax;urumutum,true,true,true,true,included_speciesnet_classifier_label_and_country_geofence
WBGBIF2026_E0191,Nothocrax urumutum,Aves,Ecuador,ECU,aves;galliformes;cracidae;nothocrax;urumutum,true,true,true,true,included_speciesnet_classifier_label_and_country_geofence
WBGBIF2026_E0192,Nothocrax urumutum,Aves,Ecuador,ECU,aves;galliformes;cracidae;nothocrax;urumutum,true,true,true,true,included_speciesnet_classifier_label_and_country_geofence
WBGBIF2026_E0193,Oryctolagus cuniculus,Mammalia,Belgium,BEL,mammalia;lagomorpha;leporidae;oryctolagus;cuniculus,true,true,true,true,included_speciesnet_classifier_label_and_country_geofence
WBGBIF2026_E0194,Oryctolagus cuniculus,Mammalia,Belgium,BEL,mammalia;lagomorpha;leporidae;oryctolagus;cuniculus,true,true,true,true,included_speciesnet_classifier_label_and_country_geofence
WBGBIF2026_E0195,Oryctolagus cuniculus,Mammalia,Luxembourg,LUX,mammalia;lagomorpha;leporidae;oryctolagus;cuniculus,true,true,true,true,included_speciesnet_classifier_label_and_country_geofence
WBGBIF2026_E0196,Ovis aries,Mammalia,Belgium,BEL,mammalia;artiodactyla;bovidae;ovis;aries,true,true,true,true,included_speciesnet_classifier_label_and_country_geofence
WBGBIF2026_E0197,Ovis aries,Mammalia,Belgium,BEL,mammalia;artiodactyla;bovidae;ovis;aries,true,true,true,true,included_speciesnet_classifier_label_and_country_geofence
WBGBIF2026_E0198,Ovis aries,Mammalia,Belgium,BEL,mammalia;artiodactyla;bovidae;ovis;aries,true,true,true,true,included_speciesnet_classifier_label_and_country_geofence
WBGBIF2026_E0199,Panthera onca,Mammalia,Ecuador,ECU,mammalia;carnivora;felidae;panthera;onca,true,true,true,true,included_speciesnet_classifier_label_and_country_geofence
WBGBIF2026_E0200,Panthera onca,Mammalia,Ecuador,ECU,mammalia;carnivora;felidae;panthera;onca,true,true,true,true,included_speciesnet_classifier_label_and_country_geofence
WBGBIF2026_E0201,Panthera onca,Mammalia,Ecuador,ECU,mammalia;carnivora;felidae;panthera;onca,true,true,true,true,included_speciesnet_classifier_label_and_country_geofence
